Sensor warming up, please wait...
...............
Writing to display
2022-12-29;11:07:21.738670;400;0;13392;18512
2022-12-29;11:07:22.978073;400;0;13385;18509
2022-12-29;11:07:24.217253;400;0;13390;18512
2022-12-29;11:07:25.456394;400;0;13383;18511
2022-12-29;11:07:26.695602;400;0;13390;18508
2022-12-29;11:07:27.934752;400;0;13389;18512
2022-12-29;11:07:29.173893;400;0;13392;18515
2022-12-29;11:07:30.413155;400;0;13393;18514
2022-12-29;11:07:31.652392;400;0;13395;18517
2022-12-29;11:07:32.891740;400;0;13396;18516
2022-12-29;11:07:34.130797;400;0;13395;18521
2022-12-29;11:07:35.370263;400;0;13388;18507
2022-12-29;11:07:36.609810;400;3;13393;18510
2022-12-29;11:07:37.849187;408;0;13398;18521
2022-12-29;11:07:39.088538;412;2;13398;18514
2022-12-29;11:07:40.327829;408;0;13401;18525
2022-12-29;11:07:41.567213;417;13;13389;18500
2022-12-29;11:07:42.806524;408;7;13395;18517
2022-12-29;11:07:44.047094;400;7;13400;18528
2022-12-29;11:07:45.287018;401;10;13393;18513
2022-12-29;11:07:46.526955;400;5;13392;18509
2022-12-29;11:07:47.766609;402;7;13395;18511
2022-12-29;11:07:49.006379;404;1;13398;18517
2022-12-29;11:07:50.246560;412;11;13397;18512
2022-12-29;11:07:51.486084;400;0;13402;18523
2022-12-29;11:07:52.725949;422;15;13389;18500
2022-12-29;11:07:53.965829;409;14;13395;18514
2022-12-29;11:07:55.205634;415;7;13389;18515
2022-12-29;11:07:56.445446;423;14;13390;18513
2022-12-29;11:07:57.685338;416;11;13384;18516
2022-12-29;11:07:58.925059;426;18;13388;18508
2022-12-29;11:08:00.163877;419;15;13385;18514
2022-12-29;11:08:01.403629;420;12;13386;18511
2022-12-29;11:08:02.643849;431;21;13387;18515
2022-12-29;11:08:03.883579;420;17;13392;18510
2022-12-29;11:08:05.123505;423;18;13378;18504
2022-12-29;11:08:06.363315;427;15;13379;18498
2022-12-29;11:08:07.603198;428;17;13383;18511
2022-12-29;11:08:08.843232;420;18;13384;18499
2022-12-29;11:08:10.083124;410;11;13387;18508
2022-12-29;11:08:11.323001;430;17;13380;18507
2022-12-29;11:08:12.562733;419;15;13382;18515
2022-12-29;11:08:13.802598;424;12;13380;18504
2022-12-29;11:08:15.042655;424;16;13383;18506
2022-12-29;11:08:16.282543;420;14;13381;18504
2022-12-29;11:08:17.522475;426;24;13383;18503
2022-12-29;11:08:18.762557;424;26;13384;18500
2022-12-29;11:08:20.002264;419;15;13385;18509
2022-12-29;11:08:21.242149;428;17;13378;18500
2022-12-29;11:08:22.481996;428;17;13376;18506
2022-12-29;11:08:23.721124;420;20;13386;18503
2022-12-29;11:08:24.961383;418;18;13381;18501
2022-12-29;11:08:26.200885;419;15;13382;18500
2022-12-29;11:08:27.440764;434;18;13372;18503
2022-12-29;11:08:28.680519;422;12;13381;18513
2022-12-29;11:08:29.920109;416;16;13381;18507
2022-12-29;11:08:31.160106;419;26;13383;18505
2022-12-29;11:08:32.399861;412;12;13385;18516
2022-12-29;11:08:33.639718;412;11;13382;18506
2022-12-29;11:08:34.879685;408;15;13385;18516
2022-12-29;11:08:36.119360;418;19;13373;18493
2022-12-29;11:08:37.359078;413;18;13381;18501
2022-12-29;11:08:38.598986;408;16;13383;18507
2022-12-29;11:08:39.838796;411;16;13378;18519
2022-12-29;11:08:41.078332;419;26;13383;18501
2022-12-29;11:08:42.318210;414;17;13378;18500
2022-12-29;11:08:43.557545;405;16;13384;18512
2022-12-29;11:08:44.797385;410;11;13389;18518
2022-12-29;11:08:46.037284;414;13;13385;18510
2022-12-29;11:08:47.277310;410;15;13381;18518
2022-12-29;11:08:48.517135;411;11;13375;18512
2022-12-29;11:08:49.756881;418;18;13377;18506
2022-12-29;11:08:50.996713;412;11;13378;18512
2022-12-29;11:08:52.236504;420;17;13377;18512
2022-12-29;11:08:53.476376;418;18;13378;18504
2022-12-29;11:08:54.716195;411;18;13382;18505
2022-12-29;11:08:55.955972;408;12;13373;18510
2022-12-29;11:08:57.195683;403;14;13379;18519
2022-12-29;11:08:58.434700;410;17;13374;18502
2022-12-29;11:08:59.674476;408;13;13389;18520
2022-12-29;11:09:00.914422;409;10;13379;18508
2022-12-29;11:09:02.154523;412;21;13371;18496
2022-12-29;11:09:03.394042;413;16;13379;18493
2022-12-29;11:09:04.633604;411;12;13379;18506
2022-12-29;11:09:05.873181;400;20;13389;18517
2022-12-29;11:09:07.112946;402;10;13388;18516
2022-12-29;11:09:08.352623;409;21;13379;18502
2022-12-29;11:09:09.592209;412;19;13378;18495
2022-12-29;11:09:10.832106;408;21;13381;18502
2022-12-29;11:09:12.071753;400;8;13384;18513
2022-12-29;11:09:13.311615;420;17;13376;18505
2022-12-29;11:09:14.551559;406;14;13377;18500
2022-12-29;11:09:15.791546;406;9;13382;18513
2022-12-29;11:09:17.031185;413;13;13379;18520
2022-12-29;11:09:18.271573;412;14;13384;18508
2022-12-29;11:09:19.511246;411;19;13378;18503
2022-12-29;11:09:20.751052;413;18;13382;18509
2022-12-29;11:09:21.990778;415;17;13382;18503
2022-12-29;11:09:23.230555;400;12;13385;18505
2022-12-29;11:09:24.470406;408;17;13374;18493
2022-12-29;11:09:25.710118;406;18;13377;18497
2022-12-29;11:09:26.949975;402;16;13378;18496
2022-12-29;11:09:28.189835;409;24;13379;18497
2022-12-29;11:09:29.429739;400;12;13382;18494
2022-12-29;11:09:30.669347;406;24;13377;18496
2022-12-29;11:09:31.909330;403;12;13386;18509
2022-12-29;11:09:33.149315;405;10;13387;18514
2022-12-29;11:09:34.388962;410;16;13377;18499
2022-12-29;11:09:35.635068;411;12;13379;18507
2022-12-29;11:09:36.874259;401;12;13376;18508
2022-12-29;11:09:38.113439;406;17;13380;18503
2022-12-29;11:09:39.352812;408;8;13378;18510
2022-12-29;11:09:40.592382;400;5;13383;18512
2022-12-29;11:09:41.831935;411;8;13382;18523
2022-12-29;11:09:43.071516;422;16;13377;18508
2022-12-29;11:09:44.311242;417;16;13383;18507
2022-12-29;11:09:45.550245;417;14;13379;18506
2022-12-29;11:09:46.789720;423;15;13378;18510
2022-12-29;11:09:48.029119;407;5;13381;18509
2022-12-29;11:09:49.269403;409;12;13378;18502
2022-12-29;11:09:50.508304;409;13;13376;18509
2022-12-29;11:09:51.747367;400;10;13379;18513
2022-12-29;11:09:52.989906;416;11;13374;18499
2022-12-29;11:09:54.229248;411;7;13378;18508
2022-12-29;11:09:55.468447;414;19;13377;18506
2022-12-29;11:09:56.707682;409;14;13377;18504
2022-12-29;11:09:57.946992;413;9;13378;18505
2022-12-29;11:09:59.185904;412;12;13381;18508
2022-12-29;11:10:00.428757;407;15;13385;18500
2022-12-29;11:10:01.668116;405;14;13376;18506
2022-12-29;11:10:02.915229;415;14;13376;18507
2022-12-29;11:10:04.154667;405;6;13381;18518
2022-12-29;11:10:05.393922;419;11;13371;18511
2022-12-29;11:10:06.633056;407;8;13372;18515
2022-12-29;11:10:07.872633;417;13;13368;18500
2022-12-29;11:10:09.112041;409;14;13375;18509
2022-12-29;11:10:10.351328;410;6;13379;18506
2022-12-29;11:10:11.590790;408;4;13380;18515
2022-12-29;11:10:12.830287;416;13;13369;18497
2022-12-29;11:10:14.069321;418;17;13376;18509
2022-12-29;11:10:15.308791;402;7;13377;18511
2022-12-29;11:10:16.548114;409;8;13383;18519
2022-12-29;11:10:17.787495;408;9;13376;18504
2022-12-29;11:10:19.027095;409;9;13376;18513
2022-12-29;11:10:20.266306;406;8;13374;18513
2022-12-29;11:10:21.508128;410;14;13376;18504
2022-12-29;11:10:22.747356;405;12;13378;18501
2022-12-29;11:10:23.987124;407;16;13369;18490
2022-12-29;11:10:25.226306;409;14;13382;18500
2022-12-29;11:10:26.465595;400;14;13382;18509
2022-12-29;11:10:27.704928;402;14;13382;18502
2022-12-29;11:10:28.944765;404;15;13382;18508
2022-12-29;11:10:30.184284;407;10;13381;18509
2022-12-29;11:10:31.423863;415;7;13377;18506
2022-12-29;11:10:32.663252;410;6;13380;18504
2022-12-29;11:10:33.902463;402;4;13381;18512
2022-12-29;11:10:35.141568;411;13;13377;18497
2022-12-29;11:10:36.381021;412;8;13384;18499
2022-12-29;11:10:37.620423;400;9;13386;18514
2022-12-29;11:10:38.859860;408;7;13383;18516
