Sensor warming up, please wait...
................
Writing to display
12:56:17.342722;406
12:56:18.427975;410
12:56:19.513240;408
12:56:20.598538;409
12:56:21.683776;412
12:56:22.770046;415
12:56:23.855373;420
12:56:24.940716;403
12:56:26.025989;413
12:56:27.111227;416
12:56:28.196648;408
12:56:29.282097;407
12:56:30.367313;403
12:56:31.452677;408
12:56:32.537953;400
12:56:33.622993;400
12:56:34.708220;411
12:56:35.793520;423
12:56:36.878886;415
12:56:37.964095;413
12:56:39.049384;403
12:56:40.134669;404
12:56:41.219704;400
12:56:42.305033;406
12:56:43.390413;404
12:56:44.475898;408
12:56:45.561036;413
12:56:46.646332;403
12:56:47.731609;405
12:56:48.816930;400
12:56:49.902066;404
12:56:50.987334;409
12:56:52.072731;410
12:56:53.157825;409
12:56:54.243107;412
12:56:55.328340;411
12:56:56.413698;405
12:56:57.499317;403
12:56:58.584342;409
12:56:59.669730;408
12:57:00.754727;400
12:57:01.840018;400
12:57:02.925891;406
12:57:04.007168;412
12:57:05.087983;409
12:57:06.173136;406
12:57:07.258268;401
12:57:08.343752;401
12:57:09.428785;405
12:57:10.513978;401
12:57:11.599173;414
12:57:12.684141;400
12:57:13.769472;405
12:57:14.855362;406
12:57:15.941706;420
12:57:17.027027;416
12:57:18.112350;416
12:57:19.197557;409
12:57:20.282641;412
12:57:21.367906;406
12:57:22.453170;400
12:57:23.538613;403
12:57:24.623503;410
12:57:25.708671;414
12:57:26.793947;413
12:57:27.879236;403
12:57:28.964992;413
12:57:30.050152;407
12:57:31.135372;414
12:57:32.220642;403
12:57:33.305644;412
12:57:34.390799;408
12:57:35.476058;415
12:57:36.561015;400
12:57:37.646170;405
12:57:38.731403;403
12:57:39.816492;414
12:57:40.916683;411
12:57:42.001966;413
12:57:43.087364;414
12:57:44.173295;417
12:57:45.258687;411
12:57:46.343970;417
12:57:47.429221;423
12:57:48.514298;410
12:57:49.599745;403
12:57:50.685017;406
12:57:51.770089;409
12:57:52.855348;412
12:57:53.940823;400
12:57:55.027088;409
12:57:56.112344;412
12:57:57.197754;414
12:57:58.283280;414
12:57:59.368779;421
12:58:00.453980;415
12:58:01.539254;415
12:58:02.624438;417
12:58:03.709594;415
12:58:04.794850;408
12:58:05.880102;411
12:58:06.965473;409
12:58:08.050932;409
12:58:09.136308;407
12:58:10.221520;418
12:58:11.306875;401
12:58:12.392455;409
12:58:13.477800;419
12:58:14.563216;412
12:58:15.648349;403
12:58:16.733601;400
12:58:17.819040;408
12:58:18.904313;403
12:58:19.989609;411
12:58:21.074957;411
12:58:22.160427;406
12:58:23.245871;409
12:58:24.331172;401
12:58:25.416586;404
12:58:26.501935;404
12:58:27.587186;402
12:58:28.672710;400
12:58:29.758004;406
12:58:30.843308;412
12:58:31.928726;407
12:58:33.013989;409
12:58:34.099447;406
12:58:35.184586;413
12:58:36.269918;411
12:58:37.355314;406
12:58:38.440575;401
12:58:39.525994;408
12:58:40.611305;412
12:58:41.696623;406
12:58:42.781833;409
12:58:43.867058;400
12:58:44.952403;416
12:58:46.037724;417
12:58:47.123069;417
12:58:48.208292;412
12:58:49.293906;421
12:58:50.379344;413
12:58:51.464504;413
12:58:52.549845;414
12:58:53.635272;407
12:58:54.720488;411
12:58:55.805743;420
12:58:56.891149;410
12:58:57.976593;423
12:58:59.061902;424
12:59:00.147178;408
12:59:01.232663;415
12:59:02.317726;411
12:59:03.402986;418
12:59:04.488243;427
12:59:05.573554;404
12:59:06.658609;402
12:59:07.743952;409
12:59:08.829266;413
12:59:09.914662;400
12:59:10.999896;416
12:59:12.085251;420
12:59:13.170567;407
12:59:14.255655;415
12:59:15.340846;412
12:59:16.426240;416
12:59:17.511508;400
12:59:18.596604;406
12:59:19.681861;405
12:59:20.767145;406
12:59:21.853000;402
12:59:22.938549;408
12:59:24.023862;408
12:59:25.109143;406
12:59:26.194259;411
12:59:27.279526;412
12:59:28.364909;412
12:59:29.450228;409
12:59:30.535369;405
12:59:31.620725;400
12:59:32.706007;416
12:59:33.791054;417
12:59:34.876281;418
12:59:35.961601;407
12:59:37.046915;410
12:59:38.132000;422
12:59:39.217280;409
12:59:40.302593;407
12:59:41.387916;407
12:59:42.473262;401
12:59:43.558557;400
12:59:44.643866;405
12:59:45.728941;401
12:59:46.814197;400
12:59:47.899648;400
12:59:48.984935;400
12:59:50.070055;406
12:59:51.155497;416
12:59:52.240770;410
12:59:53.325934;413
12:59:54.411186;421
12:59:55.496594;422
12:59:56.581914;413
12:59:57.667136;425
12:59:58.752544;414
12:59:59.837817;411
13:00:00.923566;417
13:00:02.009056;409
13:00:03.094455;417
13:00:04.179875;400
13:00:05.264919;400
13:00:06.350327;400
13:00:07.435560;400
13:00:08.520890;400
13:00:09.606007;400
13:00:10.691202;400
13:00:11.776627;400
13:00:12.861812;400
13:00:13.947166;400
13:00:15.032602;400
13:00:16.117876;400
13:00:17.202798;400
13:00:18.288220;400
13:00:19.373499;400
13:00:20.458811;400
13:00:21.544140;400
13:00:22.629874;400
13:00:23.715220;400
13:00:24.800323;409
13:00:25.885542;491
13:00:26.970761;542
13:00:28.056035;571
13:00:29.141405;608
13:00:30.226673;637
13:00:31.311935;668
13:00:32.396945;694
13:00:33.482293;717
13:00:34.567658;734
13:00:35.652873;741
13:00:36.738148;751
13:00:37.823192;768
13:00:38.908591;765
13:00:39.993857;754
13:00:41.078915;755
13:00:42.164168;756
13:00:43.249567;768
13:00:44.334916;768
13:00:45.420209;770
13:00:46.505511;771
13:00:47.590780;778
13:00:48.675954;776
13:00:49.761246;777
13:00:50.846602;784
13:00:51.932041;774
13:00:53.017299;774
13:00:54.102651;765
13:00:55.188104;761
13:00:56.273444;754
13:00:57.358720;762
13:00:58.444052;760
13:00:59.529407;776
13:01:00.614650;781
13:01:01.699965;790
13:01:02.785353;788
13:01:03.870477;784
13:01:04.955798;780
13:01:06.041070;766
13:01:07.126315;765
13:01:08.211343;764
13:01:09.296652;762
13:01:10.382004;765
13:01:11.467365;776
13:01:12.552595;755
13:01:13.637901;768
13:01:14.723298;769
13:01:15.808326;772
13:01:16.893750;773
13:01:17.979048;784
13:01:19.064293;777
13:01:20.149598;774
13:01:21.234835;782
13:01:22.320185;788
13:01:23.405594;796
13:01:24.490838;797
13:01:25.576093;793
13:01:26.661360;798
13:01:27.746612;796
13:01:28.832043;797
13:01:29.917364;795
13:01:31.002712;799
13:01:32.087872;794
13:01:33.173093;795
13:01:34.258375;802
13:01:35.343447;796
13:01:36.428719;792
13:01:37.513975;797
13:01:38.599228;796
13:01:39.684331;795
13:01:40.769802;791
13:01:41.855261;788
13:01:42.940321;797
13:01:44.025628;798
13:01:45.111001;796
13:01:46.196606;795
13:01:47.281703;790
13:01:48.366947;786
