Sensor warming up, please wait...
...............
Writing to display
2022-12-28;17:25:34.270751;409
2022-12-28;17:25:35.405801;402
2022-12-28;17:25:36.540043;412
2022-12-28;17:25:37.674225;403
2022-12-28;17:25:38.798576;403
2022-12-28;17:25:39.934236;404
2022-12-28;17:25:41.068373;403
2022-12-28;17:25:42.202439;408
2022-12-28;17:25:43.336350;402
2022-12-28;17:25:44.470638;414
2022-12-28;17:25:45.604855;404
2022-12-28;17:25:46.738989;409
2022-12-28;17:25:47.873177;406
2022-12-28;17:25:49.007466;400
2022-12-28;17:25:50.141970;400
2022-12-28;17:25:51.278157;407
2022-12-28;17:25:52.414114;409
2022-12-28;17:25:53.548345;409
2022-12-28;17:25:54.682726;407
2022-12-28;17:25:55.816926;404
2022-12-28;17:25:56.951318;415
2022-12-28;17:25:58.085635;414
2022-12-28;17:25:59.219811;411
2022-12-28;17:26:00.353964;412
2022-12-28;17:26:01.488624;408
2022-12-28;17:26:02.623056;412
2022-12-28;17:26:03.759309;412
2022-12-28;17:26:04.896017;406
2022-12-28;17:26:06.032719;412
2022-12-28;17:26:07.166900;405
2022-12-28;17:26:08.300941;413
2022-12-28;17:26:09.435263;408
2022-12-28;17:26:10.569350;408
2022-12-28;17:26:11.703532;409
2022-12-28;17:26:12.837597;414
2022-12-28;17:26:13.971783;408
2022-12-28;17:26:15.105895;400
2022-12-28;17:26:16.240259;400
2022-12-28;17:26:17.377220;403
2022-12-28;17:26:18.513861;406
2022-12-28;17:26:19.648076;404
2022-12-28;17:26:20.782149;406
2022-12-28;17:26:21.916423;408
2022-12-28;17:26:23.050811;414
2022-12-28;17:26:24.185059;417
2022-12-28;17:26:25.319104;411
2022-12-28;17:26:26.453016;407
2022-12-28;17:26:27.587171;400
2022-12-28;17:26:28.721577;401
2022-12-28;17:26:29.858112;409
2022-12-28;17:26:30.994322;413
2022-12-28;17:26:32.128493;424
2022-12-28;17:26:33.262684;412
2022-12-28;17:26:34.396469;411
2022-12-28;17:26:35.530679;406
2022-12-28;17:26:36.664869;404
2022-12-28;17:26:37.798821;413
2022-12-28;17:26:38.932838;411
2022-12-28;17:26:40.067003;409
2022-12-28;17:26:41.201259;410
2022-12-28;17:26:42.330233;405
2022-12-28;17:26:43.458493;403
2022-12-28;17:26:44.592633;406
2022-12-28;17:26:45.726693;406
2022-12-28;17:26:46.860924;400
2022-12-28;17:26:47.995341;402
2022-12-28;17:26:49.129373;403
2022-12-28;17:26:50.263723;404
2022-12-28;17:26:51.398020;405
2022-12-28;17:26:52.532447;403
2022-12-28;17:26:53.666765;401
2022-12-28;17:26:54.817691;405
2022-12-28;17:26:55.954395;408
2022-12-28;17:26:57.078973;407
2022-12-28;17:26:58.213347;410
2022-12-28;17:26:59.347491;406
2022-12-28;17:27:00.481644;406
2022-12-28;17:27:01.615846;406
2022-12-28;17:27:02.749915;402
2022-12-28;17:27:03.884064;402
2022-12-28;17:27:05.018279;410
2022-12-28;17:27:06.152419;410
2022-12-28;17:27:07.286997;411
2022-12-28;17:27:08.423589;412
2022-12-28;17:27:09.560078;400
2022-12-28;17:27:10.694481;401
2022-12-28;17:27:11.828682;409
2022-12-28;17:27:12.962787;409
2022-12-28;17:27:14.096938;415
2022-12-28;17:27:15.231143;415
2022-12-28;17:27:16.365122;409
2022-12-28;17:27:17.499363;405
2022-12-28;17:27:18.634033;408
2022-12-28;17:27:19.768673;400
2022-12-28;17:27:20.904532;404
2022-12-28;17:27:22.041308;406
2022-12-28;17:27:23.175650;417
2022-12-28;17:27:24.309795;412
2022-12-28;17:27:25.443977;407
2022-12-28;17:27:26.578187;419
2022-12-28;17:27:27.712408;411
2022-12-28;17:27:28.846550;415
2022-12-28;17:27:29.980597;413
2022-12-28;17:27:31.114771;412
2022-12-28;17:27:32.249688;403
2022-12-28;17:27:33.378914;413
2022-12-28;17:27:34.515225;414
2022-12-28;17:27:35.651294;438
2022-12-28;17:27:36.785438;448
2022-12-28;17:27:37.919680;429
2022-12-28;17:27:39.054122;435
2022-12-28;17:27:40.188307;433
2022-12-28;17:27:41.322386;450
2022-12-28;17:27:42.456725;452
2022-12-28;17:27:43.590896;442
2022-12-28;17:27:44.724991;423
2022-12-28;17:27:45.859984;432
2022-12-28;17:27:46.996774;426
2022-12-28;17:27:48.120599;422
2022-12-28;17:27:49.254490;410
2022-12-28;17:27:50.388579;411
2022-12-28;17:27:51.522803;400
2022-12-28;17:27:52.657012;407
2022-12-28;17:27:53.791085;408
2022-12-28;17:27:54.925285;403
2022-12-28;17:27:56.059396;400
2022-12-28;17:27:57.193657;414
2022-12-28;17:27:58.328624;403
2022-12-28;17:27:59.464696;413
2022-12-28;17:28:00.599026;407
2022-12-28;17:28:01.733169;413
2022-12-28;17:28:02.867394;405
2022-12-28;17:28:04.001579;412
2022-12-28;17:28:05.135909;400
2022-12-28;17:28:06.270129;406
2022-12-28;17:28:07.404063;405
2022-12-28;17:28:08.538338;400
2022-12-28;17:28:09.672783;400
2022-12-28;17:28:10.807705;400
2022-12-28;17:28:11.945032;400
2022-12-28;17:28:13.081360;411
2022-12-28;17:28:14.215566;402
2022-12-28;17:28:15.349727;400
2022-12-28;17:28:16.483587;409
2022-12-28;17:28:17.617876;411
2022-12-28;17:28:18.752111;411
2022-12-28;17:28:19.886198;400
2022-12-28;17:28:21.020136;419
2022-12-28;17:28:22.154545;421
2022-12-28;17:28:23.289953;409
2022-12-28;17:28:24.440267;411
2022-12-28;17:28:25.576493;417
2022-12-28;17:28:26.710808;414
2022-12-28;17:28:27.845189;417
2022-12-28;17:28:28.979685;415
2022-12-28;17:28:30.113933;415
2022-12-28;17:28:31.248104;411
2022-12-28;17:28:32.382409;412
2022-12-28;17:28:33.516905;411
2022-12-28;17:28:34.651285;409
2022-12-28;17:28:35.785416;400
2022-12-28;17:28:36.919827;412
2022-12-28;17:28:38.054179;409
2022-12-28;17:28:39.188465;403
2022-12-28;17:28:40.323035;411
2022-12-28;17:28:41.457212;407
2022-12-28;17:28:42.591724;412
2022-12-28;17:28:43.726180;404
2022-12-28;17:28:44.860464;400
2022-12-28;17:28:45.994803;406
2022-12-28;17:28:47.129132;400
2022-12-28;17:28:48.263617;408
2022-12-28;17:28:49.397838;403
2022-12-28;17:28:50.532193;420
2022-12-28;17:28:51.666366;415
2022-12-28;17:28:52.800854;422
2022-12-28;17:28:53.934995;410
2022-12-28;17:28:55.069205;415
2022-12-28;17:28:56.203562;411
2022-12-28;17:28:57.338057;417
2022-12-28;17:28:58.472208;412
2022-12-28;17:28:59.606530;410
2022-12-28;17:29:00.740960;422
2022-12-28;17:29:01.875349;400
2022-12-28;17:29:03.009808;412
2022-12-28;17:29:04.147398;420
2022-12-28;17:29:05.281666;420
2022-12-28;17:29:06.415926;417
2022-12-28;17:29:07.550067;413
2022-12-28;17:29:08.687494;414
2022-12-28;17:29:09.821880;410
2022-12-28;17:29:10.956403;417
2022-12-28;17:29:12.091321;400
2022-12-28;17:29:13.225321;411
2022-12-28;17:29:14.359648;409
2022-12-28;17:29:15.493993;419
2022-12-28;17:29:16.631724;405
2022-12-28;17:29:17.768089;413
2022-12-28;17:29:18.902203;404
2022-12-28;17:29:20.036270;410
2022-12-28;17:29:21.170403;417
2022-12-28;17:29:22.304440;404
2022-12-28;17:29:23.438508;410
2022-12-28;17:29:24.572675;412
2022-12-28;17:29:25.706717;404
2022-12-28;17:29:26.840704;405
2022-12-28;17:29:27.975894;405
2022-12-28;17:29:29.111948;400
2022-12-28;17:29:30.248048;404
2022-12-28;17:29:31.385424;404
2022-12-28;17:29:32.519537;419
2022-12-28;17:29:33.653611;414
2022-12-28;17:29:34.787775;405
2022-12-28;17:29:35.921831;409
2022-12-28;17:29:37.055932;402
2022-12-28;17:29:38.189997;406
2022-12-28;17:29:39.324017;409
2022-12-28;17:29:40.457954;408
2022-12-28;17:29:41.591896;412
2022-12-28;17:29:42.726010;403
2022-12-28;17:29:43.859929;413
2022-12-28;17:29:44.993657;402
2022-12-28;17:29:46.127762;407
2022-12-28;17:29:47.261699;400
2022-12-28;17:29:48.395601;400
2022-12-28;17:29:49.529455;410
2022-12-28;17:29:50.663605;409
2022-12-28;17:29:51.797595;407
2022-12-28;17:29:52.931767;400
2022-12-28;17:29:54.065632;403
2022-12-28;17:29:55.199651;410
2022-12-28;17:29:56.333639;405
2022-12-28;17:29:57.467591;402
2022-12-28;17:29:58.601646;405
2022-12-28;17:29:59.735473;404
